"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 05 13:55:16 TRT 2024","Mon Feb 05 13:55:17 TRT 2024","706","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Invalid Endpoint",""
"failed","Mon Feb 05 13:55:16 TRT 2024","Mon Feb 05 13:55:17 TRT 2024","520","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Response Status",""
